v1,market_name,market_days,primary_mkt_day,county,sub_county,ward,location,sub_location,gpslatitude,gpslongitude,market_size,atleast_1_trader,traders_number,directions,comments
1,"Dorof","Wednesday","Wednesday","Bungoma","Kanduyi","sang'ala east","South Bukusu","mwihupo",.4532344,34.61382,"large","yes",35,,""
2,"Sang'alo","Tuesday","Tuesday","Bungoma","Kanduyi","sangal'o west","South Bukusu","sang'alo west",.517208,34.59291,"small","yes",1,,""
3,"Mechimeru","Thursday","Thursday","Bungoma","Kanduyi","sang'ati east","South Bukusu","mechimeru",.502338,34.64908,"small","yes",1,,""
4,"Ekitale","Monday","Monday","Bungoma","Kanduyi","sangal'o west","South Bukusu","sang'alo west",.555562,34.61244,"small","yes",1,,""
5,"Bulondo","Thursday","Thursday","Bungoma","Kanduyi","sangal'o west","South Bukusu","sang'alo west",.465262,34.57566,"tiny","no",0,,""
6,"Bukembe","Saturday","Saturday","Bungoma","Kanduyi","bukembe east","Bukembe","bukembe east",.6122883,34.65583,"medium","yes",4,,""
7,"Nandolia (Nzoia Factory)","None","None","Bungoma","Kanduyi","bukembe east","Bukembe","",,,"tiny","no",0,,"Workers are normally paid on Friday but it has no market day."
8,"Mabanga","None","None","Bungoma","Kanduyi","bukembe east","Bukembe","",,,"tiny","no",0,,""
9,"Bungoma town","None","None","Bungoma","Kanduyi","khalaba","Bungoma","township",.558949,34.56082,"small","yes",3,,""
10,"Mashambani","None","None","Bungoma","Kanduyi","khalaba","Bungoma","khalaba",.341505,34.33487,"small","yes",1,,""
11,"Chepkube","Friday","Friday","Bungoma","Kanduyi","khalaba","Bungoma","township",.559392,34.55996,"tiny","no",0,,""
12,"Mufutu","None","None","Bungoma","Kanduyi","township","Bungoma","",.39307,34.51258,"tiny","no",0,,""
13,"Kanduyi","None","None","Bungoma","Kanduyi","township","Bungoma","township",.35334,34.33114,"small","yes",1,,""
14,"Moi new/old","None","None","Bungoma","Kanduyi","township","Bungoma","",,,"tiny","no",0,,""
15,"Mayanja Bitunguu","Tuesday Saturday","Tuesday","Bungoma","Kanduyi","tuti/marakaru","Mayanja","marakaru",.6479074,34.51643,"large","yes",21,,""
16,"Tuuti","None","None","Bungoma","Kanduyi","tuti/marakaru","Mayanja","marakaru",,,"tiny","no",0,,""
17,"Kibabii","None","None","Bungoma","Kanduyi","tuti/marakaru","Mayanja","kibabii",,,"tiny","no",0,,""
18,"Marakaru","None","None","Bungoma","Kanduyi","tuti/marakaru","Mayanja","mararu",,,"tiny","no",0,,""
19,"Kimukungi","None","None","Bungoma","Kanduyi","tuti/marakaru","Mayanja","mararu",,,"tiny","no",0,,""
20,"Mateka","Monday/Thursday","Monday","Bungoma","bumula","mateka","bukusu","mateka",.536178,34.50004,"medium","yes",5,,""
21,"Myanga","Wednesday/Saturday","Wednesday","Bungoma","bumula","kimaetii","west bukusu","syombe",.5635826,34.39027,"large","yes",10,,""
22,"Kabula","Tuesday/Sunday","Tuesday","Bungoma","bumula","","","",.483603,34.52877,"small","yes",2,,""
23,"Nasianda","Friday/Tuesday","Tuesday","Bungoma","bumula","bumula","bumula","kimatuni",.493136,34.45164,"medium","yes",4,,""
24,"Mayanja(Kibuke)","Thursday/Sunday","Thursday","Bungoma","bumula","kibuke","west bukusu","mayanja",.5927076,34.49049,"medium","yes",4,,""
25,"Kimaeti","Friday","Friday","Bungoma","bumula","kimaeti","west bukusu","kimaeti",.603712,34.40695,"small","yes",1,,""
26,"Kimwanga","Tuesday","Tuesday","Bungoma","bumula","kimwanga","west bukusu","nakhwana",.597513,34.44321,"tiny","no",0,,""
27,"Misikhu","Sunday","Sunday","Bungoma","","Ndivisi","","",.7144998,34.75439,"Medium","Yes",4,,""
28,"Lugulu","Friday","Friday","Bungoma","","Mihuu","","",.6544652,34.75438,"Small","Yes",3,,""
29,"Ndivisi","None","None","Bungoma","","Ndivisi","","",.423902,34.48431,"Small","Yes",1,,""
30,"Lugusi","None","None","Bungoma","","Mihuu","","",.391981,34.4854,"Small","Yes",1,,""
31,"Mihuu","None","None","Bungoma","","Mihuu","","",.6261928,34.79478,"Small","Yes",1,,""
32,"Sango","Wednesday","Wednesday","Bungoma","Webuye East","Malaha","","",.589825,34.77886,"Small","Yes",1,,""
33,"MTC Line","None","None","Bungoma","","Mihuu","","",.364286,34.46097,"Small","Yes",1,,""
34,"Generation","None","None","Bungoma","","","","",,,"Tiny","No",0,,""
35,"Mukhuyu","None","None","Bungoma","","","","",,,"Tiny","No",0,,""
36,"Nabuyole","None","None","Bungoma","","","","",,,"Tiny","No",0,,""
37,"Furoyi","None","None","Bungoma","","","","",,,"Tiny","No",0,,""
38,"Namarambi","None","None","Bungoma","","","","",,,"Tiny","No",0,,""
39,"Makuselwa","None","None","Bungoma","","","","",,,"Tiny","No",0,,""
40,"Sipala","None","None","Bungoma","","","","",,,"Tiny","No",0,,""
41,"Misemwa","None","None","Bungoma","","","","",,,"Tiny","No",0,,""
42,"Lumuli","None","None","Bungoma","","","","",,,"Tiny","No",0,,""
43,"Nang'oto","None","None","Bungoma","","","","",.5944511,34.75025,"Tiny","No",0,,""
44,"Brigadier","Sunday","Sunday","Bungoma","Tongaren","Soysambu","","",.787899,35.03622,"medium","yes",5,,""
45,"Mbakalo","Monday","Monday","Bungoma","Tongaren","Mbakalo","","",.72611,34.88924,"small","yes",3,,""
46,"Soysambu","Tuesday","Tuesday","Bungoma","Tongaren","Soysambu","","",.778857,35.01162,"small","yes",3,,""
47,"Ndalu","Wednesday","Wednesday","Bungoma","Tongaren","Ndalu","","",.841836,34.99311,"medium","yes",5,,""
48,"Lunyi","Thursday","Thursday","Bungoma","Tongaren","Mbakalo","","",,,"tiny","no",0,,""
49,"Tongaren","Friday","Friday","Bungoma","Tongaren","Tongaren","","",.770901,34.93972,"tiny","no",0,,""
50,"Naitiri","Sunday","Sunday","Bungoma","Tongaren","Naitiri","","",.75831,34.88859,"small","yes",1,,""
51,"Misanga","Thursday","Thursday","Bungoma","Tongaren","Ndalu","","",.805111,35.02306,"small","yes",1,,""
52,"Mukuyuni","None","None","Bungoma","Tongaren","Naitiri","Naitiri","",.461826,34.4955,"small","yes",1,,""
53,"Makhonge","None","None","Bungoma","Tongaren","Tongaren","Tongaren","",.491357,34.47503,"small","yes",3,,""
54,"Lwakhakha","Saturday/ Tuesday","Saturday","Bungoma","Sirisia","Lwandanyi","Lwandanyi","",.791611,34.37983,"large","yes",12,,""
55,"Malakisi","Monday/ Friday","Monday","Bungoma","Sirisia","Malakisi/ South Busiru","Malakisi","",.6789221,34.42169,"medium","yes",8,,""
56,"Sirisia","Wednesday","Wednesday","Bungoma","Sirisia","Malakisi/ South Busiru","Sirisia","",.755161,34.50358,"medium","yes",6,,""
57,"Namwela","Sunday","Sunday","Bungoma","Sirisia","Namwela","Namwela","",.770707,34.54874,"large","yes",10,,""
58,"Lwandanyi","None","None","Bungoma","Sirisia","Lwandanyi","Lwandanyi","",.789642,34.41556,"medium","yes",4,,""
59,"Wamono","None","None","Bungoma","Sirisia","Lwandanyi","Lwandanyi","",.790702,34.43446,"small","yes",2,,""
60,"Tuliyenge","None","None","Bungoma","Sirisia","Lwandanyi","Lwandanyi","",.769055,34.46928,"small","yes",3,,""
61,"Machakha","None","None","Bungoma","Sirisia","Lwandanyi","Lwandanyi","",.755928,34.4416,"small","yes",3,,""
62,"Bukokholo","None","None","Bungoma","Sirisia","Malakisi/ South Busiru","Malakisi","",.694557,34.4626,"medium","yes",5,,""
63,"Sitabicha","None","None","Bungoma","Sirisia","Malakisi/ South Busiru","Malakisi","",.713458,34.43677,"small","yes",3,,""
64,"Butonge","None","None","Bungoma","Sirisia","Malakisi/ South Busiru","Malakisi","",.71403,34.47038,"small","yes",2,,""
65,"Nalondo","None","None","Bungoma","Sirisia","Malakisi/ South Busiru","Sirisia","",.485884,34.26006,"small","yes",2,,""
66,"Kulisiru","None","None","Bungoma","Sirisia","Malakisi/ South Busiru","Sirisia","",.736828,34.47782,"small","yes",1,,""
67,"Bisunu","None","None","Bungoma","Sirisia","Malakisi/ South Busiru","Sirisia","",.707131,34.50514,"small","yes",3,,""
68,"Sibanga","None","None","Bungoma","Sirisia","Malakisi/ South Busiru","Sirisia","",.741583,34.5024,"small","yes",2,,""
69,"Kikai","None","None","Bungoma","Sirisia","Namwela","Namwela","",.470599,34.34012,"small","yes",3,,""
70,"Namutokholo","None","None","Bungoma","Sirisia","Namwela","Namwela","",.770592,34.52586,"small","yes",1,,""
71,"Masaba","None","None","Bungoma","Sirisia","Namwela","Namwela","",.790985,34.53179,"small","yes",2,,""
72,"Shiundu Kona","None","None","Bungoma","Sirisia","Namwela","Namwela","",.771121,34.54314,"small","yes",2,,""
73,"Sikata","None","None","Bungoma","Kabuchai","","","",.353542,34.3414,"small","yes",1,,""
74,"Chebukwa","None","None","Bungoma","Kabuchai","","","",,,"tiny","no",0,,""
75,"Kabuchai","None","None","Bungoma","Kabuchai","","","",.385848,34.33451,"small","yes",1,,""
76,"Nalondo","Wednesday","Wednesday","Bungoma","Kabuchai","","","",.6564313,34.59155,"medium","yes",4,,""
77,"Khachonge","None","None","Bungoma","Kabuchai","","","",.410266,34.37404,"small","yes",1,,""
78,"Mukhweya","None","None","Bungoma","Kabuchai","","","",.404366,34.34357,"small","yes",1,,""
79,"Chwele","Monday Wednesday Friday","Monday","Bungoma","Kabuchai","","","",.735889,34.57981,"large","yes",20,,""
80,"Musese","None","None","Bungoma","Kabuchai","","","",.43523,34.34206,"small","yes",1,,""
81,"Lukhome","None","None","Bungoma","Kabuchai","","","",,,"tiny","no",0,,""
82,"Kuywa","None","None","Bungoma","Kabuchai","","","",.464867,34.38262,"small","yes",1,,""
83,"Luuya","None","None","Bungoma","Kabuchai","","","",.384937,34.38235,"small","yes",1,,""
84,"Chebukaka","None","None","Bungoma","Kabuchai","","","",.450038,34.36448,"small","yes",1,,""
85,"Lurende","None","None","Bungoma","Kabuchai","","","",,,"tiny","no",0,,""
86,"Kimalewa","None","None","Bungoma","Kabuchai","","","",.470036,34.38279,"small","yes",1,,""
87,"Webuye/ Dina Junction","Wednesday","Wednesday","Bungoma","Webuye West","Matulo","Matulo","",.6083418,34.75966,"medium","yes",4,,""
88,"Matisi","Thursday","Thursday","Bungoma","Webuye West","Bokoli","Bokoli","",.6229575,34.69401,"small","yes",3,,""
89,"Bokoli","Tuesday","Tuesday","Bungoma","Webuye West","Bokoli","Bokoli","",.7113174,34.66084,"medium","yes",5,,""
90,"Kuywa","none","none","Bungoma","Webuye West","Sitikho","Sitikho","",.5007493,34.68517,"small","yes",1,,""
91,"Sitikho","none","none","Bungoma","Webuye West","Sitikho","Sitikho","",.4737198,34.66636,"small","yes",1,,""
92,"Milo","none","none","Bungoma","Webuye West","Sitikho","Sitikho","",.5305996,34.71968,"small","yes",1,,""
93,"Kasarani","None","None","Busia","Matayos","","","",.251734,34.0853,"Small","Yes",,,""
94,"Soko Posta (Main market)","Monday Thursday","Monday","Busia","Matayos","","","",.459989,34.10641,"Small","Yes",1,,""
95,"Matayos","Wednesday","Wednesday","Busia","Matayos","","","",.365161,34.16553,"Small","Yes",,,""
96,"Mundika","Tuesday Friday","Tuesday","Busia","Matayos","","","",.414435,34.14726,"Small","Yes",,,""
97,"Angorom","Tuesday Friday","Not verified","Busia","Matayos","","","",.49061,34.13453,"Small","Yes",,,""
98,"Busia Town","None","None","Busia","Matayos","","","",.464656,34.10178,"Small","Yes",,,""
99,"Busibwabo","None","None","Busia","Matayos","","","",,,"Tiny","No",,,""
100,"Funyula","Thursday","Thursday","Busia","Samia","","","",.2785172,34.11887,"medium","yes",5,,""
101,"Ganjala","Tuesday/ Friday","Tuesday","Busia","Samia","","","",.33816,34.13733,"tiny","no",0,,""
102,"Sio Port","Tuesday","Tuesday","Busia","Samia","","","",.223275,34.01767,"medium","yes",4,,""
103,"Ganga","Wednesday","Wednesday","Busia","Samia","","","",.183978,34.07804,"tiny","no",0,,""
104,"Bukiri","Saturday","Saturday","Busia","Samia","","","",.228045,34.08759,"tiny","no",0,,""
105,"Lamboboto","None","None","Busia","Samia","","","",,,"tiny","no",0,,""
106,"Mulwanda","None","None","Busia","Samia","","","",,,"tiny","no",0,,""
107,"Nambale","Tuesday Saturday","Saturday","Busia","Nambale","","","",.4485919,34.252,"Medium","Yes",5,,""
108,"Tangakona","Monday Thursday","Thursday","Busia","Nambale","","","",.483441,34.2195,"Small","Yes",,,""
109,"Mungatsi","Wednesday Friday","Friday","Busia","Nambale","","","",.4706226,34.31557,"Small","Yes",,,""
110,"Lupida","Monday Thursday","Not verified","Busia","Nambale","","","",.586346,34.36038,"Small","Yes",,,""
111,"Buyofu","Monday Thursday","Monday","Busia","Nambale","","","",.4820192,34.38606,"Small","Yes",1,,""
112,"Kisoko","None","None","Busia","Nambale","","","",,,"Tiny","No",,,""
113,"Musokoto","None","None","Busia","Nambale","","","",,,"Tiny","No",,,""
114,"Bukadeng","None","None","Busia","Nambale","","","",,,"Tiny","No",,,""
115,"Eluanikha","None","None","Busia","Nambale","","","",,,"Tiny","No",,,""
116,"Madibo","None","None","Busia","Nambale","","","",,,"Tiny","No",,,""
117,"Malanga","None","None","Busia","Nambale","","","",,,"Tiny","No",,,""
118,"Benga","None","None","Busia","Nambale","","","",,,"Tiny","No",,,""
119,"Malaba","Wednesday Saturday","Saturday","Busia","Teso North","","Amoni","Malaba Border",.636336,34.27829,"Medium","Yes",4,,""
120,"Kocholia","Monday Friday","Friday","Busia","Teso North","Malaba South","Kocholia","Kocholia",.619108,34.34221,"Small","Yes",1,,""
121,"Ang'urai","Thursday Sunday","Sunday","Busia","Teso North","","Ang'urai","Aukot",.694612,34.36205,"Small","Yes",1,,""
122,"Kiriamet","Thursday Sunday","Both","Busia","Teso North","","Ang'urai","Kiriamet",,,"Tiny","No",0,,""
123,"Machakusi","None","None","Busia","Teso North","","Machakusi","Amoni",,,"Tiny","No",0,,""
124,"Kamorei","None","None","Busia","Teso North","","","",,,"Tiny","No",0,,""
125,"Changara","None","None","Busia","Teso North","","","",,,"Tiny","No",0,,""
126,"Chemasiri","None","None","Busia","Teso North","","","",,,"Tiny","No",0,,""
127,"Kolanya","None","None","Busia","Teso North","","","",,,"Tiny","No",0,,""
128,"Amagoro","None","None","Busia","Teso North","","Amagoro","Amagoro",,,"Tiny","No",0,,""
129,"Asinge","Tuesday Friday","Both","Busia","Teso South","","","",.545979,34.17845,"Tiny","No",0,,""
130,"Adungosi","Wednesday Saturday","Both","Busia","Teso South","","","",.560413,34.18486,"Tiny","No",0,,""
131,"Kemodo","Sunday Wednesday","Both","Busia","Teso South","","","",.46765,34.18598,"Tiny","No",0,,""
132,"Likolis","Monday Thursday","Both","Busia","Teso South","","","",.580186,34.20438,"Tiny","No",0,,""
133,"Amukura","Tuesday Friday","Both","Busia","Teso South","","","",.558515,34.26885,"Tiny","No",0,,""
134,"Simba Chai","None","None","Busia","Teso South","","","",,,"Tiny","No",0,,""
135,"Odekayi","None","None","Busia","Teso South","","","",,,"Tiny","No",0,,""
136,"Amung'ura","None","None","Busia","Teso South","","","",,,"Tiny","No",0,,""
137,"Amase","None","none","Busia","Teso South","","","",,,"Tiny","No",0,,""
138,"Bumala","Saturday","Saturday","Busia","Butula","Marachi West","Bumala","",.3038675,34.2013,"Small","Yes",1,,""
139,"Butula","Sunday","Sunday","Busia","Butula","Marachi North","","",.342392,34.34044,"Small","Yes",2,,""
140,"Murumba","Thursday Sunday","Thursday","Busia","Butula","Marachi Central","","",.334866,34.25791,"Small","Yes",1,,""
142,"Lugulu","Wednesday","Wednesday","Busia","Butula","Marachi North","","",.393424,34.30388,"Tiny","No",0,,""
143,"Oloo","Friday","Friday","Busia","Butula","Marachi North","","",,,"Tiny","No",0,,""
144,"Ikonzo","Monday Thursday","Monday","Busia","Butula","Marachi West","","",.348577,34.22272,"Tiny","No",0,,""
145,"Ogina","None","None","Busia","Butula","","","",,,"Tiny","No",0,,""
146,"Dadira","None","None","Busia","Butula","","","",,,"Tiny","No",0,,""
147,"Nyapera","None","None","Busia","Butula","","","",,,"Tiny","No",0,,""
148,"Tingolo","None","None","Busia","Butula","","","",,,"Tiny","No",0,,""
149,"Bumala B","None","None","Busia","Butula","","","",,,"Tiny","No",0,,""
150,"Bumutiru","None","None","Busia","Butula","","","",,,"Tiny","No",0,,""
151,"Buhalire","None","None","Busia","Butula","","","",,,"Tiny","No",0,,""
152,"Chengo","None","None","Busia","Butula","","","",,,"Tiny","No",0,,""
153,"Port Victoria","Friday","Friday","Busia","Budalangi","","","",.096746,33.97741,"tiny","no",0,,""
154,"Mulukoba","Monday/ Thursday","Not verified","Busia","Budalangi","","","",,,"medium","yes",5,,""
155,"Budalangi","Wednesday/ Saturday","Saturday","Busia","Budalangi","","","",.136459,34.02888,"small","yes",3,,""
156,"Mubwayo","Tuesday","Tuesday","Busia","Budalangi","","","",.082743,34.04581,"medium","yes",6,,""
157,"Mau Mau","Saturday","Saturday","Busia","Budalangi","","","",.07099,33.98933,"small","yes",2,,""
158,"Mundere","None","None","Busia","Budalangi","","","",,,"tiny","no",0,,""
159,"Otieko","None","None","Busia","Budalangi","","","",,,"tiny","no",0,,""
160,"Musaga","None","None","Kakamega","Navakholo","Navakholo East","Bunyala East","Namirama",.270821,34.44018,"tiny","no",0,,""
161,"Chekata","None","None","Kakamega","Navakholo","Navakholo East","Bunyala East","Sivilie",.4671867,34.72235,"small","yes",1,,""
162,"Mureku","None","None","Kakamega","Navakholo","Navakholo East","Bunyala East","Sivilie",.4741138,34.7021,"small","yes",2,,""
163,"Shiombe","None","None","Kakamega","Navakholo","Navakholo East","Bunyala East","Namirama",,,"tiny","no",0,,""
164,"Lutaso","Friday","Friday","Kakamega","Navakholo","","Bunyala East","Namirama",.4407454,34.71758,"small","yes",1,,""
165,"Navakholo","Saturday Wednesday","Saturday","Kakamega","Navakholo","","Bunyala Central","Nambacha",.414868,34.68148,"small","yes",2,,""
166,"Nambacha","Monday","Monday","Kakamega","Navakholo","","Bunyala Central","Nambacha",.394455,34.66719,"small","yes",1,,""
167,"Matoyi","None","None","Kakamega","Navakholo","","Sirigoi","Sirigoi",,,"tiny","no",0,,""
168,"Namakoya","None","None","Kakamega","Navakholo","Central","Bunyala West","Sirigoi",,,"tiny","no",0,,""
169,"Buchangu","None","None","Kakamega","Navakholo","Central","Bunyala Central","Sirigoi",.264068,34.39574,"tiny","no",0,,""
170,"Bushiri","Friday","Friday","Kakamega","Navakholo","Ingotse Matiha","Matiya-Ingotse","Sirigoi",.3670979,34.7302,"small","yes",2,,""
171,"Simuli","None","None","Kakamega","Navakholo","","Kabras South","Sirigoi",.224042,34.43525,"tiny","no",0,,""
172,"Munduma","None","None","Kakamega","Navakholo","","North Butsotso","Sirigoi",,,"tiny","no",0,,""
173,"Emulama","None","None","Kakamega","Navakholo","","North Butsotso","Sirigoi",,,"tiny","no",0,,""
174,"Matiya","None","None","Kakamega","Navakholo","Ingotse Matiha","North Butsotso","Sirigoi",,,"tiny","no",0,,""
175,"Ingotse","None","None","Kakamega","Navakholo","Ingotse Matiha","North Butsotso","Sirigoi",,,"tiny","no",0,,""
176,"Shiyongo","None","None","Kakamega","Navakholo","Shinoyi Shikokote","West Butsotso","Sirigoi",,,"tiny","no",0,,""
177,"Emukangu","None","None","Kakamega","Navakholo","Shinoyi Shikokote","West Butsotso","Sirigoi",.13033,34.31123,"small","yes",1,,""
178,"Bukheri","None","None","Kakamega","Navakholo","Navakholo East","Bunyala East","Sirigoi",,,"tiny","no",0,,""
179,"Namirama","None","None","Kakamega","Navakholo","Navakholo East","Bunyala East","Sirigoi",.253457,34.42158,"tiny","no",0,,""
180,"Kharanda","None","None","Kakamega","Navakholo","Bunyala West","Bunyala East","Sirigoi",.263402,34.38078,"small","yes",1,,""
181,"Malaha","Monday/ Thursday","Thursday","Kakamega","Mumias East","Malaha/Isongo/ Makunga","Malaha","Sirigoi",.3616505,34.62287,"large","yes",9,,""
182,"Makunga","Wednesday","Wednesday","Kakamega","Mumias East","Malaha/Isongo/ Makunga","Makunga","Sirigoi",.301432,34.62377,"medium","yes",5,,""
183,"Maraba","Saturday","Saturday","Kakamega","Mumias East","Malaha/Isongo/ Makunga","Makunga","Sirigoi",.292472,34.74646,"small","yes",2,,"Market located with similar name seems out of range."
184,"Isongo","Friday","Friday","Kakamega","Mumias East","Malaha/Isongo/ Makunga","Isongo","Sirigoi",.335604,34.64918,"small","yes",2,,""
185,"Khaimba","Saturday","Saturday","Kakamega","Mumias East","Malaha/Isongo/ Makunga","Isongo","Sirigoi",.331088,34.61209,"small","yes",2,,""
186,"Shianda","Wednesday/ Saturday","Saturday","Kakamega","Mumias East","East Wanga","Shianda","Sirigoi",.278101,34.73685,"large","yes",10,,""
187,"Bulecha","None","none","Kakamega","Mumias East","East Wanga","East Wanga","Sirigoi",,,"small","yes",1,,""
188,"Khaunga","Thursday","Thursday","Kakamega","Mumias East","East Wanga","Khaunga","Sirigoi",.381477,34.58415,"medium","yes",4,,""
189,"Shibinga","Tuesday","Tuesday","Kakamega","Mumias East","Lubinu","Lubinu","Sirigoi",.297082,34.55481,"small","yes",3,,""
190,"Lusheya","None","None","Kakamega","Mumias East","Lubinu","Lusheya","Sirigoi",.227843,34.42793,"small","yes",3,,""
191,"Ekero","None","None","Kakamega","Mumias East","Lubinu","Ekero","Sirigoi",.323612,34.50547,"medium","yes",5,,""
192,"Kamashia","None","None","Kakamega","Mumias East","Lubinu","Ekero","Sirigoi",.292224,34.50881,"small","yes",3,,""
193,"Mwitoti","None","None","Kakamega","Mumias East","Lubinu","Lusheya","Sirigoi",.325558,34.52951,"small","yes",3,,""
194,"Indangalasha","None","None","Kakamega","Mumias East","Lubinu","Lusheya","Sirigoi",.280678,34.52555,"small","yes",2,,""
196,"Elwasambi","None","None","Kakamega","Mumias East","Lubinu","Lubinu","Sirigoi",.285571,34.56721,"small","yes",2,,""
197,"Eshikufu","None","None","Kakamega","Mumias East","Lubinu","Ekero","Sirigoi",,,"small","yes",2,,""
198,"Ebubole","None","None","Kakamega","Mumias East","Lubinu","Ekero","Sirigoi",.300134,34.51439,"small","yes",2,,""
199,"Butere","Monday","Monday","Kakamega","Butere","marama central","township","Sirigoi",.2063656,34.48984,"large","yes",25,,""
200,"Buchenya","Wednesday","Wednesday","Kakamega","Butere","marama west","buchenya","Sirigoi",.230354,34.52445,"large","yes",50,,""
201,"Bukura","wedesday/Saturday","Wednesday","Kakamega","Butere","marama north","marama north","Sirigoi",.221018,34.61375,"large","yes",15,,""
202,"Bulanda","None","None","Kakamega","Butere","marama north","marama north","Sirigoi",.163933,34.27437,"medium","yes",5,,""
203,"Bumamu","None","None","Kakamega","Butere","marama west","west marama","Sirigoi",,,"tiny","no",0,,""
204,"Shiatsala","wednesday","wednesday","Kakamega","Butere","marama south","marama south","Sirigoi",.218505,34.50018,"large","yes",20,,""
205,"Busheni","None","None","Kakamega","Butere","marama south","manyala","Sirigoi",,,"large","yes",10,,""
206,"Bukhoko","None","None","Kakamega","Butere","marama south","shianda","Sirigoi",,,"large","yes",10,,""
207,"Ebushichinji","None","None","Kakamega","Butere","marama north","marama north","Sirigoi",,,"small","yes",2,,""
208,"Emachifi","None","None","Kakamega","Butere","marama west","marama west","Sirigoi",,,"large","yes",10,,""
209,"Eshikulu","None","None","Kakamega","Butere","marama south","","",,,"","",,,""
210,"Queen/Emukoa","None","None","Kakamega","Butere","marama central","imanga","shitswitswi",,,"large","yes",10,,""
211,"Emukhwaye","None","None","Kakamega","Butere","marama west","west marama","lunza",.258547,34.5452,"large","yes",10,,""
212,"Ituti","None","None","Kakamega","Butere","marama west","shitari","ituti",,,"large","yes",10,,""
213,"Lunza","None","None","Kakamega","Butere","marama west","west marama","lunza",.236047,34.55745,"large","yes",30,,""
214,"Manyala","None","None","Kakamega","Butere","marama south","manyala","ebukuchi",.160174,34.45094,"large","yes",20,,""
215,"Butingo","None","None","Kakamega","Butere","marama north","","",,,"","",,,""
216,"Mureko","None","None","Kakamega","Butere","marama central","","",,,"","",,,""
217,"Harambee","None","None","Kakamega","Butere","marama central","shinamwenyuli","emuteche",,,"","",,,""
218,"Ebusikaira","None","None","Kakamega","Butere","marama central","shitwsitswi","",,,"large","yes",15,,""
219,"Mahondo","None","None","Kakamega","Butere","marama south","marama south","masaba",.190341,34.44332,"large","yes",10,,""
220,"Shikunga","None","None","Kakamega","Butere","marama west","marenyo","shianda",.112733,34.31458,"","",,,""
221,"Stage Appolo","None","None","Kakamega","Butere","marama north","maram north","marama north",.104276,34.37593,"small","yes",1,,""
222,"Masaba","None","None","Kakamega","Butere","marama south","marama south","masaba",.199209,34.46405,"large","yes",10,,""
223,"Shitswitswi","None","None","Kakamega","Butere","marama central","marama north","",,,"","",,,""
224,"Shiatsala","None","None","Kakamega","Butere","marama north","west marama","marama north",.103205,34.28444,"large","yes",10,,""
225,"Emunuku","None","None","Kakamega","Butere","marama west","west marama","lunza",.13561,34.34345,"large","yes",15,,""
226,"eshitari","Friday","Friday","Kakamega","Butere","marama west","shitari","ituti",.255127,34.60294,"large","yes",30,,""
227,"Marenyo","None","None","Kakamega","Butere","marenyo","marenyo","muyungi",.191017,34.52943,"","",,,""
228,"Bukhoko","None","None","Kakamega","Butere","marenyo/shianda","bukhoko","shianda",,,"tiny","no",0,,""
229,"Shatsala","None","None","Kakamega","Butere","marenyo/shianda","shianda","bubala",,,"tiny","no",0,,""
230,"Manyulia","Wednesday/Saturday","Saturday","Kakamega","Butere","marenyo/shianda","shianda","mabole",.218849,34.50037,"small","yes",2,,""
231,"Musoli","Tuesday","Tuesday","Kakamega","Ikolomani","Idakho Central","Isulu","",.203865,34.66717,"medium","yes",4,,""
232,"Malinya","Thursday","Thursday","Kakamega","Ikolomani","Idakho Central","Shirumba","",.196532,34.73341,"small","yes",3,,""
233,"Isulu","Friday","Friday","Kakamega","Ikolomani","Idakho Central","Isulu","",.197069,34.69669,"small","yes",3,,""
234,"Shereji","Sunday","Sunday","Kakamega","Ikolomani","Idakho South","Shereji","",,,"","",,,""
235,"Kilingili","Friday","Friday","Kakamega","Ikolomani","Idakho South","Shikumu","",.123314,34.68116,"medium","yes",6,,""
236,"Shimanyiro","Monday","Monday","Kakamega","Ikolomani","Idakho North","Shisere","",.236348,34.68706,"small","yes",3,,""
237,"Khayega","None","None","Kakamega","Shinyalu","","Khayega","",.207931,34.77089,"medium","yes",5,,""
238,"Shihuli","None","None","Kakamega","Shinyalu","","","",,,"tiny","no",0,,""
239,"Sigalagala","None","None","Kakamega","Shinyalu","","","",.192721,34.76192,"small","yes",1,,""
240,"Museno","None","None","Kakamega","Shinyalu","","","",.195875,34.76865,"small","yes",1,,""
241,"malimali","Friday","Friday","Kakamega","Shinyalu","","Ilesi","",.356562,34.81869,"medium","yes",5,,""
242,"Ilesi","None","None","Kakamega","Shinyalu","","Ilesi","",.233473,34.75319,"small","yes",1,,""
243,"Mugomari","None","None","Kakamega","Shinyalu","","Ilesi","",,,"tiny","no",0,,""
244,"Musingu","None","None","Kakamega","Shinyalu","","Ilesi","",,,"tiny","no",0,,""
245,"Mukhonje","None","None","Kakamega","Shinyalu","","Ilesi","",.604954,34.87534,"tiny","no",0,,""
246,"Vihulu","None","None","Kakamega","Shinyalu","","","",,,"tiny","no",0,,""
247,"IVihiga","Wednesday","Wednesday","Kakamega","Shinyalu","Shinyalu East","","",.291427,34.94403,"small","yes",3,,""
248,"Chirobani","Thursday","Thursday","Kakamega","Shinyalu","Shinyalu East","","",,,"","",,,""
249,"Kisia","None","None","Kakamega","Shinyalu","Shinyalu East","","",,,"","",,,""
250,"Ikuywa","None","None","Kakamega","Shinyalu","Shinyalu East","","",.208006,34.79461,"","",,,""
